file_path,image_path,media_type,split,label,class_name,binary_label,binary_class_name
/content/drive/MyDrive/skripsi/dataset_image/tampered/001856_000061.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/001856_000061.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/001175_000630.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/001175_000630.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000762_002723.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/000762_002723.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000553_002210.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/000553_002210.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003067_000146.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003067_000146.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/000750_001825.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/000750_001825.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000260_000857.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000260_000857.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002181_003160.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002181_003160.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/000259_000178.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/000259_000178.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002227_001879.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002227_001879.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/tampered/000267_003291.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/000267_003291.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/003261_001955.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/003261_001955.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000282_002702.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000282_002702.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/002753_002775.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/002753_002775.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000696_001114.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/000696_001114.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/002420_001526.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/002420_001526.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001444_001260.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/001444_001260.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/tampered/000028_002274.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/000028_002274.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/real/003262_003152.jpg,/content/drive/MyDrive/skripsi/dataset_image/real/003262_003152.jpg,image,train,0,Real,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/000902_003040.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/000902_003040.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/tampered/001013_000926.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/001013_000926.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000369_000847.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000369_000847.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/tampered/001865_001544.jpg,/content/drive/MyDrive/skripsi/dataset_image/tampered/001865_001544.jpg,image,train,2,Tampered,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002175_002951.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002175_002951.jpg,image,train,1,Full-Synthetic,1,Fake
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000849_002022.jpg,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000849_002022.jpg,image,train,1,Full-Synthetic,1,Fake
